texto,sigla,nivel
TENS RELE 90 BAIXA 43TC - TRIP,RVTL,3
90 TENSAO RELE BAIXA 52-1 - BLOQUEIO,RVTL,3
TENSAO 90 RELE BAIXA 25-1,RVTL,4
TENS BAIXA 52-2 AABERTO (90),RVTL,4
BIXA 43TC 01F1 TENS FECHADO,RVTL,5
900 01Q0 BAXIA BLOQUEIO RELE,RVTL,5
PROTECAO TRANSFERIDA,TPOK,1
PROTECAO TRANSFERIDA,TPOK,1
PROT TRANSFERIDA,TPOK,2
PROT TRANSFERIDA,TPOK,2
PROTECAO TRANSFERIDA 01Q0 - POS. REMOTO,TPOK,3
PROTECAO TRANSFERIDA 01F1 - POS. REMOTO,TPOK,3
PROT TRANSFERIDA 43TC -,TPOK,4
PROT IED0 1F1 -,TPOK,4
IED 01F1 PROT FECHHADO 01F1,TPOK,5
PROT TRANSFERIDA P-OS. 01F1 IED,TPOK,5
TRANSFERENCIA DE TRIP,DTT,1
TRANSFERENCIA DE TRIP,DTT,1
TRANSFERENCIA DE TRIP,DTT,2
TRANSFERENCIA DE TRIP,DTT,2
TRIP TRANSFERENCIA DE 52-1 - POS. REMOTO,DTT,3
TRANSFERENCIA DE TRIP 01F1 - FECHADO,DTT,3
DE TRIP TRANSEFRENCIA - FECHADO,DTT,4
DE TRANSFERENCIA TIP ABERTO,DTT,4
PO.S DE 52-2 EMOTO 52-1,DTT,5
DE 01Q BLOQUEIO TRIP 01Q0,DTT,5
TRANSFERENCIA DE TRIP TRIFASICO,DTTT,1
TRANSFERENCIA DE TRIP TRIFASICO,DTTT,1
TRANSFERENCIA DE TRIP TRIFASICO,DTTT,2
TRANSFERENCIA DE TRIP TRIFASICO,DTTT,2
TRIP TRIFASICO TRANSFERENCIA DE 52-2 - ABERTO,DTTT,3
TRANSFERENCIA DE TRIFASICO TRIP IED 01F1 - ABERTO,DTTT,3
DE TRIFASICO TRANSFEENCIA TRIP IED - ABERTO,DTTT,4
TRASFERENCIA DE TRIFASICO TRIP ABERTO,DTTT,4
TRIFASSICO TRANSFERECIA - 01F1 ABERTO IED,DTTT,5
IED0 DE 1F1 43TC TRIP TRIFASICO,DTTT,5
TRIP,TRIP,1
TRIP,TRIP,1
TRIP,TRIP,2
TRIP,TRIP,2
TRIP 01F1 - TRIP,TRIP,3
TRIP 43TC - ABERTO,TRIP,3
TRIP - POS. REMOOT,TRIP,4
52-1 - ABERT,TRIP,4
TRIP 5-21 FECADO,TRIP,5
2- 52-1 52-2,TRIP,5
TRIP DEFEITO SIMULTANEO,SIMD,1
TRIP DEFEITO SIMULTANEO,SIMD,1
TRIP DEFEITO SIMULTANEO,SIMD,2
TRIP DEFEITO SIMULTANEO,SIMD,2
TRIP DEFEITO SIMULTANEO 43TC - ABERTO,SIMD,3
DEFEITO SIMULTANEO TRIP 43TC - FECHADO,SIMD,3
SIMULTANEO TRIP EFEITO BLOQUEIO,SIMD,4
SIMULTANEO TRIP 52-1 - TRP,SIMD,4
52-1 01F1 REMOTO IED SISMULTANEO DEFEITO,SIMD,5
ABERTO TRIP SIMULTANE 01F1 DEFEITO,SIMD,5
TRIP EXTERNO,TEXT,1
TRIP EXTERNO,TEXT,1
TRIP EXTERNO,TEXT,2
TRIP EXTERNO,TEXT,2
EXTERNO TRIP 01Q0 - BLOQUEIO,TEXT,3
TRIP EXTERNO 43TC - TRIP,TEXT,3
EXTERNO TRIP - BOQUEIO,TEXT,4
ETERNO TRIP 52-1 -,TEXT,4
TRI 52-1 TRIP P43TC,TEXT,5
01F1 01F1 TRIP EXTRRNO,TEXT,5
TRIP EXTERNO RECEBIDO,RXTR,1
TRIP EXTERNO RECEBIDO,RXTR,1
TRIP EXTERNO RECEBIDO,RXTR,2
TRIP EXTERNO RECEBIDO,RXTR,2
EXTERNO TRIP RECEBIDO 52-1 - TRIP,RXTR,3
TRIP RECEBIDO EXTERNO 01F1 - FECHADO,RXTR,3
TRIP EXTERNNO 01Q0 -,RXTR,4
TRIPRECEBIDO EXTERNO 52-1 ABERTO,RXTR,4
REMOOTO - POS. 01F1 IED TRIP EXTTERNO,RXTR,5
IIED TRIP 01F1 52-2 - RECEIDO,RXTR,5
TRIP EXTERNO TRANSMITIDO,TXTR,1
TRIP EXTERNO TRANSMITIDO,TXTR,1
TRIP EXTERNO TRANSMITIDO,TXTR,2
TRIP EXTERNO TRANSMITIDO,TXTR,2
TRIP EXTERNO TRANSMITIDO 52-1 - ABERTO,TXTR,3
EXTERNO TRANSMITIDO TRIP 52-2 - POS. REMOTO,TXTR,3
TRANSMITIDO TRIP 43TC - POS.R EMOTO,TXTR,4
EXTRNO 52-2 - ABERTO,TXTR,4
01F1 TRANSIMTID OEXTERNO IED 52-1 -,TXTR,5
TRANSMMITIDO TRIP IED EXTERNO 01F1,TXTR,5
TRIP FECHAMENTO SOB FALTA,SOTF,1
TRIP FECHAMENTO SOB FALTA,SOTF,1
TRIP FECHAMENTO SOB FALTA,SOTF,2
TRIP FECHAMENTO SOB FALTA,SOTF,2
FALTA SOB FECHAMENTO TRIP 43TC - POS. REMOTO,SOTF,3
TRIP FECHAMENTO FALTA SOB 52-1 - ABERTO,SOTF,3
TRIP SOB 4TC - TRIP,SOTF,4
FECHAMENTO TRP FALTA 43TC -,SOTF,4
ABERTO FECHAMENTO FALTA 01Q0 521- SOB,SOTF,5
01Q0 - TTRIP EFCHAMENTO 43TC REMOTO,SOTF,5
TRIP PARA ALIMENTADORES,TRAL,1
TRIP PARA ALIMENTADORES,TRAL,1
TRIP PARA ALIMENTADORES,TRAL,2
TRIP PARA ALIMENTADORES,TRAL,2
ALIMENTADORES PARA TRIP 43TC - POS. REMOTO,TRAL,3
ALIMENTADORES TRIP PARA 52-2 - TRIP,TRAL,3
TRPI 01F1 - BLOQUEIO,TRAL,4
TIP PARA - ABERTO,TRAL,4
TRIPP 01F1 43TC ALIMMENTADORES -,TRAL,5
PARA IED 52-2 - 01 TRIP,TRAL,5
TRANSFERENCIA DE PROTECAO,TPIN,1
TRANSFERENCIA DE PROTECAO,TPIN,1
TRANSFERENCIA DE PROT,TPIN,2
TRANSFERENCIA DE PROT,TPIN,2
PROTECAO TRANSFERENCIA DE 01F1 - BLOQUEIO,TPIN,3
DE TRANSFERENCIA PROT 01Q0 - BLOQUEIO,TPIN,3
DE TRANSFERENCIA PROT IED 01F1 FECHHADO,TPIN,4
PROTECAO TRANSFERENCIA DE - REMOTO,TPIN,4
DE ABERTO 43TC TRANSFEENCIA 5-2,TPIN,5
-FEHADO 43TC DE TRANSFERENCIA,TPIN,5
TRIP RECEBIDO,TRPR,1
TRIP RECEBIDO,TRPR,1
TRIP RECEBIDO,TRPR,2
TRIP RECEBIDO,TRPR,2
RECEBIDO TRIP IED 01F1 - TRIP,TRPR,3
TRIP RECEBIDO 01F1 - FECHADO,TRPR,3
RECEBIDO TRIP - FCHADO,TRPR,4
RECEBIDO 01Q0 - ABERTO,TRPR,4
43TC 01Q0 RECEBIDO ABEERTO,TRPR,5
52-2 RECEBIDO TRIP 4T3C,TRPR,5
TRIP SGF,SGFT,1
TRIP SGF,SGFT,1
TRIP SGF,SGFT,2
TRIP SGF,SGFT,2
SGF TRIP 52-1 - POS. REMOTO,SGFT,3
SGF TRIP IED 01F1 - BLOQUEIO,SGFT,3
TRIP IED 01F1 -POS.,SGFT,4
SGF 01F - ABERTO,SGFT,4
-REMOTO 52-2 EID TRIP SGF,SGFT,5
01FF1 SGF TRIP,SGFT,5
TRIP SGF E2,SGT2,1
TRIP SGF E2,SGT2,1
TRIP SGF E2,SGT2,2
TRIP SGF E2,SGT2,2
E2 TRIP SGF 01F1 - ABERTO,SGT2,3
E2 SGF TRIP 52-1 - TRIP,SGT2,3
TRIP E2 SGGF -,SGT2,4
E2 TTRIP IED 01F1 - POS.,SGT2,4
SGF 52-1 01F1 REMOT POS.,SGT2,5
E2 FEHADO IED TRIPP - 01F1,SGT2,5
TRIP TRANSMITIDO,TRPT,1
TRIP TRANSMITIDO,TRPT,1
TRIP TRANSMITIDO,TRPT,2
TRIP TRANSMITIDO,TRPT,2
TRIP TRANSMITIDO 52-2 - POS. REMOTO,TRPT,3
TRANSMITIDO TRIP IED 01F1 - POS. REMOTO,TRPT,3
TRANSMITIDO TRI P01Q0 -,TRPT,4
TRANSMITIDO TRIP 01Q0 BLOQUIO,TRPT,4
52-2 FECHDO TRIP-,TRPT,5
POS. 0F1 REMOTO TRANSMITIDO TRIP,TRPT,5
VARIAÇÃO DA TENSAO DE REFERÊNCIA POR MVA,REFE,1
VARIAÇÃO DA TENSAO DE REFERÊNCIA POR MVA,REFE,1
VARIAÇÃO DA TENS DE REFERÊNCIA POR MVA,REFE,2
VARIAÇÃO DA TENS DE REFERÊNCIA POR MVA,REFE,2
REFERÊNCIA VARIAÇÃO DE TENS MVA DA POR 01Q0 - FECHADO,REFE,3
DA MVA VARIAÇÃO DE TENS POR REFERÊNCIA 01Q0 - BLOQUEIO,REFE,3
MVA DA REFERÊNCIA DE TENS 25-1 - FECHADO,REFE,4
DE TENSAO DA VARIAÇÃO REFERÊNCIA 52-2 - POS REMOTO,REFE,4
DE DA 01Q0 VARIAÇÃÃO 0Q0 FECHADO REFERÊNCIA MVA,REFE,5
IED POR 52-2 TENS REERÊNCIA -R EMOTO MVA 01F1 VARIAÇÃO DA,REFE,5
VCA ALARME,CAAL,1
VCA ALARME,CAAL,1
VCA ALARME,CAAL,2
VCA ALARME,CAAL,2
ALARME VCA IED 01F1 - ABERTO,CAAL,3
ALARME VCA IED 01F1 - TRIP,CAAL,3
AARME 52-2 - FECHADO,CAAL,4
VCA 52-2 - OS. REMOTO,CAAL,4
01Q0 - 01F IED,CAAL,5
011F1 ALARME - VCA IED,CAAL,5
VCA AQUECIMENTO,CAAQ,1
VCA AQUECIMENTO,CAAQ,1
VCA AQUECIMENTO,CAAQ,2
VCA AQUECIMENTO,CAAQ,2
AQUECIMENTO VCA 52-2 - TRIP,CAAQ,3
AQUECIMENTO VCA 01Q0 - BLOQUEIO,CAAQ,3
VCA AQUEICMENTO 52-1 FECHADO,CAAQ,4
CVA 01Q0 - FECHADO,CAAQ,4
IED - BOLLQUEIO 52-2,CAAQ,5
POSS. REMOTO CA 01F1,CAAQ,5
VCA MOTOR DO FILTRO DO OLEO,CAFI,1
VCA MOTOR DO FILTRO DO OLEO,CAFI,1
VCA MOTOR DO FILTRO DO OLEO,CAFI,2
VCA MOTOR DO FILTRO DO OLEO,CAFI,2
MOTOR OLEO VCA DO DO FILTRO 52-1 - FECHADO,CAFI,3
OLEO DO FILTRO DO MOTOR VCA 01F1 - ABERTO,CAFI,3
MOTOR OLEO DO VA DO IED -,CAFI,4
FILTR DO VCA DO OLEO 01F1,CAFI,4
DO OLEO 1Q MOTOR 52-2,CAFI,5
52-1 52- REMOTO DO VA OLEO FILTRO MOTOR,CAFI,5
VCA SERVICO AUXILIAR,CASA,1
VCA SERVICO AUXILIAR,CASA,1
VCA SERVICO AUXILIAR,CASA,2
VCA SERVICO AUXILIAR,CASA,2
AUXILIAR SERVICO VCA IED 01F1 - TRIP,CASA,3
SERVICO VCA AUXILIAR IED 01F1 - FECHADO,CASA,3
AUXILIAR 01Q00 - TRIP,CASA,4
VCA AUXILIAR 52-2- ABERTO,CASA,4
SERVICO - 01F1 IED 01F1 VCA AUXILIIAAR,CASA,5
BLOQUEIO - SERVICCO 10F1,CASA,5
VCC ALARME,CCAL,1
VCC ALARME,CCAL,1
VCC ALARME,CCAL,2
VCC ALARME,CCAL,2
ALARME VCC 01Q0 - POS. REMOTO,CCAL,3
VCC ALARME 01Q0 - FECHADO,CCAL,3
ALARME VCC IED 01F1 - POS.,CCAL,4
VCC ALARM IED 01F1 POS. REMOTO,CCAL,4
- VCC010 43TC,CCAL,5
BLOQUEIO 5-2 -,CCAL,5
VCC ALTA,CCHI,1
VCC ALTA,CCHI,1
VCC ALTA,CCHI,2
VCC ALTA,CCHI,2
VCC ALTA 01Q0 - FECHADO,CCHI,3
ALTA VCC 43TC - ABERTO,CCHI,3
ALT 01F1 - ABERTO,CCHI,4
ATA VCC - ABERTO,CCHI,4
52-1 VCC ABERTO 1FF1,CCHI,5
FECHADO VCC 52-2 LAAT,CCHI,5
VCC BAIXA,CCLO,1
VCC BAIXA,CCLO,1
VCC BAIXA,CCLO,2
VCC BAIXA,CCLO,2
BAIXA VCC 43TC - FECHADO,CCLO,3
VCC BAIXA 01Q0 - POS. REMOTO,CCLO,3
VCC 01F - BLOQUEIO,CCLO,4
VC BAIXA - TRIP,CCLO,4
01Q BAIXAVCC 52-1,CCLO,5
011 3TC - VCC,CCLO,5
LOCALIZADOR DE FALTA,LDF,1
LOCALIZADOR DE FALTA,LDF,1
LOCALIZADOR DE FALTA,LDF,2
LOCALIZADOR DE FALTA,LDF,2
LOCALIZADOR FALTA DE 01Q0 - POS. REMOTO,LDF,3
FALTA DE LOCALIZADOR 01F1 - POS. REMOTO,LDF,3
DE FALTA 52-1 - TRIP,LDF,4
E FALTA 52-1 - TRIP,LDF,4
- 01F1 52--1 LOCALIZADOR,LDF,5
01Q0 LOCAILZDOR 52-2 FECHADO -,LDF,5
TRIP POR TELEPROTECAO,POTT,1
TRIP POR TELEPROTECAO,POTT,1
TRIP POR TELEPROTECAO,POTT,2
TRIP POR TELEPROTECAO,POTT,2
POR TRIP TELEPROTECAO 01F1 - ABERTO,POTT,3
TELEPROTECAO TRIP POR 43TC - TRIP,POTT,3
POR TELEPROTECO 52-1 - TRIP,POTT,4
POR TELPROTECAO TRIP 01Q0 - POS.,POTT,4
52-1 TRIPT POS. ELEPROTECAO REOTO,POTT,5
01F1 - TEELEPROTECAO PORR TRIP,POTT,5
FALHA FLUXO AR,FLAR,1
FALHA FLUXO AR,FLAR,1
FALHA FLUXO AR,FLAR,2
FALHA FLUXO AR,FLAR,2
FALHA FLUXO AR 52-1 - FECHADO,FLAR,3
FLUXO AR FALHA 01F1 - ABERTO,FLAR,3
AR 43TC- TRIP,FLAR,4
FLUXO FALHA 52-2 -,FLAR,4
REMOTO FLUXO 43TC 52-1 -- POS.,FLAR,5
FLUXO 01F1 IED 522- -,FLAR,5
ESTADO BOMBA OLEO,BOMB,1
ESTADO BOMBA OLEO,BOMB,1
ESTADO BOMBA OLEO,BOMB,2
ESTADO BOMBA OLEO,BOMB,2
BOMBA ESTADO OLEO IED 01F1 - BLOQUEIO,BOMB,3
OLEO BOMBA ESTADO 43TC - FECHADO,BOMB,3
ESTADO BOMBA LOEO 01F1 -,BOMB,4
SETADO BOMBA 52-2 BLOQUEIO,BOMB,4
ESTADO REOTO 52-11 01F1 OLEO IED,BOMB,5
BLOQEUEIO 01Q0 - OLEO,BOMB,5
VENTILACAO FORCADA,VF,1
VENTILACAO FORCADA,VF,1
VENTILACAO FORCADA,VF,2
VENTILACAO FORCADA,VF,2
VENTILACAO FORCADA 43TC - FECHADO,VF,3
VENTILACAO FORCADA 43TC - ABERTO,VF,3
VENTILACAO 2-2 - REMOTO,VF,4
VENTILACAO FORRCADA 01Q0 - POS.,VF,4
- VENTILACAO 52-2 EHCADO,VF,5
52-2 01FF1 FORCADA VENTILACAO IED,VF,5
VENTILACAO FORCADA,VF,1
VENTILACAO FORCADA,VF,1
VENTILACAO FORCADA,VF,2
VENTILACAO FORCADA,VF,2
VENTILACAO FORCADA 43TC - FECHADO,VF,3
VENTILACAO FORCADA 43TC - ABERTO,VF,3
VENTILACAO 2-2 - REMOTO,VF,4
VENTILACAO FORRCADA 01Q0 - POS.,VF,4
- VENTILACAO 52-2 EHCADO,VF,5
52-2 01FF1 FORCADA VENTILACAO IED,VF,5
VENTILACAO FORCADA 1,VF1,1
VENTILACAO FORCADA 1,VF1,1
VENTILACAO FORCADA 1,VF1,2
VENTILACAO FORCADA 1,VF1,2
VENTILACAO FORCADA 1 01F1 - BLOQUEIO,VF1,3
FORCADA VENTILACAO 1 52-1 - TRIP,VF1,3
1 FORCADA VENTILACAO 52-1 FECADO,VF1,4
FORCADA 43TC- ABERTO,VF1,4
43TC 0F11 - VENTLACAO REMOTO POS.,VF1,5
- 1 01F11 IED ENTILACAO TRIP,VF1,5
VENTILACAO FORCADA 1,VF1,1
VENTILACAO FORCADA 1,VF1,1
VENTILACAO FORCADA 1,VF1,2
VENTILACAO FORCADA 1,VF1,2
VENTILACAO FORCADA 1 01F1 - BLOQUEIO,VF1,3
FORCADA VENTILACAO 1 52-1 - TRIP,VF1,3
1 FORCADA VENTILACAO 52-1 FECADO,VF1,4
FORCADA 43TC- ABERTO,VF1,4
43TC 0F11 - VENTLACAO REMOTO POS.,VF1,5
- 1 01F11 IED ENTILACAO TRIP,VF1,5
VENTILACAO FORCADA 2,VF2,1
VENTILACAO FORCADA 2,VF2,1
VENTILACAO FORCADA 2,VF2,2
VENTILACAO FORCADA 2,VF2,2
2 VENTILACAO FORCADA 01F1 - FECHADO,VF2,3
VENTILACAO FORCADA 2 52-2 - POS. REMOTO,VF2,3
VENTIALCAO FORCADA - ABERTO,VF2,4
2 VNTILACAO 01F1 -,VF2,4
01F1 52-1 FORCADA - VENITLACAO,VF2,5
IED- FORCADA 52-2,VF2,5
VENTILACAO FORCADA 2,VF2,1
VENTILACAO FORCADA 2,VF2,1
VENTILACAO FORCADA 2,VF2,2
VENTILACAO FORCADA 2,VF2,2
2 VENTILACAO FORCADA 01F1 - FECHADO,VF2,3
VENTILACAO FORCADA 2 52-2 - POS. REMOTO,VF2,3
VENTIALCAO FORCADA - ABERTO,VF2,4
2 VNTILACAO 01F1 -,VF2,4
01F1 52-1 FORCADA - VENITLACAO,VF2,5
IED- FORCADA 52-2,VF2,5
VENTILACAO FORCADA 3,VF3,1
VENTILACAO FORCADA 3,VF3,1
VENTILACAO FORCADA 3,VF3,2
VENTILACAO FORCADA 3,VF3,2
FORCADA 3 VENTILACAO 43TC - POS. REMOTO,VF3,3
FORCADA VENTILACAO 3 43TC - BLOQUEIO,VF3,3
VNETILACAO 3 FORCADA 52-1 -,VF3,4
VENTTILACAO FORCADA 3 IED 01F1 -,VF3,4
ABERTO - IED 01F1 521,VF3,5
01F1 BLOQUEIO 01F1- IED,VF3,5
VENTILACAO FORCADA 3,VF3,1
VENTILACAO FORCADA 3,VF3,1
VENTILACAO FORCADA 3,VF3,2
VENTILACAO FORCADA 3,VF3,2
FORCADA 3 VENTILACAO 43TC - POS. REMOTO,VF3,3
FORCADA VENTILACAO 3 43TC - BLOQUEIO,VF3,3
VNETILACAO 3 FORCADA 52-1 -,VF3,4
VENTTILACAO FORCADA 3 IED 01F1 -,VF3,4
ABERTO - IED 01F1 521,VF3,5
01F1 BLOQUEIO 01F1- IED,VF3,5
VENTILACAO FORCADA 4,VF4,1
VENTILACAO FORCADA 4,VF4,1
VENTILACAO FORCADA 4,VF4,2
VENTILACAO FORCADA 4,VF4,2
FORCADA VENTILACAO 4 01F1 - POS. REMOTO,VF4,3
4 FORCADA VENTILACAO 43TC - ABERTO,VF4,3
VENTIILACAO FORCADA 4 52-2 -,VF4,4
4 VENTILACAO IED - FECHADO,VF4,4
01F1 4 52-1 FECHADO VETNILACCAO,VF4,5
TRIP 01Q0 4 EVENTILACAO,VF4,5
VENTILACAO FORCADA 4,VF4,1
VENTILACAO FORCADA 4,VF4,1
VENTILACAO FORCADA 4,VF4,2
VENTILACAO FORCADA 4,VF4,2
FORCADA VENTILACAO 4 01F1 - POS. REMOTO,VF4,3
4 FORCADA VENTILACAO 43TC - ABERTO,VF4,3
VENTIILACAO FORCADA 4 52-2 -,VF4,4
4 VENTILACAO IED - FECHADO,VF4,4
01F1 4 52-1 FECHADO VETNILACCAO,VF4,5
TRIP 01Q0 4 EVENTILACAO,VF4,5
VENTILACAO FORCADA AUTOMATICA MANUAL,VFAM,1
VENTILACAO FORCADA AUTOMATICA MANUAL,VFAM,1
VENTILACAO FORCADA AUTOMATICA MANUAL,VFAM,2
VENTILACAO FORCADA AUTOMATICA MANUAL,VFAM,2
FORCADA AUTOMATICA VENTILACAO MANUAL 52-1 - TRIP,VFAM,3
MANUAL FORCADA AUTOMATICA VENTILACAO 01F1 - ABERTO,VFAM,3
MANUAL VENTILACAO AUTOATICA 01F1 - REMOTO,VFAM,4
MANUAL AUTOMATICA FORCADA - FECHAO,VFAM,4
FORCADA AUTMATICA ABERTO 43TC IED - 01F1,VFAM,5
FORRCADA 01Q0 AUTOMATICA 01F1 - MANUAL,VFAM,5
VENTILACAO FORCADA AUTOMATICO REMOTO,VFAR,1
VENTILACAO FORCADA AUTOMATICO REMOTO,VFAR,1
VENTILACAO FORCADA AUTOMATICO REMOTO,VFAR,2
VENTILACAO FORCADA AUTOMATICO REMOTO,VFAR,2
REMOTO FORCADA VENTILACAO AUTOMATICO 52-2 - ABERTO,VFAR,3
AUTOMATICO VENTILACAO FORCADA REMOTO 01Q0 - BLOQUEIO,VFAR,3
FORCCADA AUTOMATICO REMOTO IED 01F1 - ABERTO,VFAR,4
FORCADA AUTOMATICO REMOTO 01Q0- POS. REMOTO,VFAR,4
01F1 PS. - IED REMOTO FORADA,VFAR,5
REMOTTO 01Q0 43TC TRIP,VFAR,5
FALHA COMUNICACAO RELE REGULADOR DE TENSAO,FCRT,1
FALHA COMUNICACAO RELE REGULADOR DE TENSAO,FCRT,1
FALHA COMUNICACAO RELE REGULADOR DE TENS,FCRT,2
FALHA COMUNICACAO RELE REGULADOR DE TENS,FCRT,2
RELE DE COMUNICACAO TENS REGULADOR FALHA IED 01F1 - FECHADO,FCRT,3
RELE REGULADOR DE FALHA COMUNICACAO TENS 52-1 - POS. REMOTO,FCRT,3
REEGULADOR FALHA COMUNICACAO 52-1 - BLOQUEIO,FCRT,4
REGULADOR FALHA COMUNICACAO TENSAO - TRIPP,FCRT,4
REGLAODR COMUNICACAO DE - 01F1 TENS,FCRT,5
TESN FALHAA IED RELE DE 01F1 01F1,FCRT,5
FALHA NEUTRO RESSONANTE,FLNR,1
FALHA NEUTRO RESSONANTE,FLNR,1
FALHA NEUTRO RESSONANTE,FLNR,2
FALHA NEUTRO RESSONANTE,FLNR,2
NEUTRO RESSONANTE FALHA IED 01F1 - POS. REMOTO,FLNR,3
RESSONANTE NEUTRO FALHA 43TC - POS. REMOTO,FLNR,3
RESSONATNE FALHA NEUTRO BLOQUEIO,FLNR,4
FALHA NEUTR IED 01F1 TRIP,FLNR,4
01Q0 - RESSONANTE FAHLA,FLNR,5
43TC 01F1 NEUTR IDE FALHA,FLNR,5
OPERACAO DO NEUTRO RESSONANTE,MNAT,1
OPERACAO DO NEUTRO RESSONANTE,MNAT,1
OPERACAO DO NEUTRO RESSONANTE,MNAT,2
OPERACAO DO NEUTRO RESSONANTE,MNAT,2
NEUTRO DO RESSONANTE OPERACAO 43TC - ABERTO,MNAT,3
DO RESSONANTE OPERACAO NEUTRO 01F1 - FECHADO,MNAT,3
NEUTRO DO 52-1 - BLOQUEO,MNAT,4
NEUTRO DO RESSONNANTE OPERACAO - POS. REMOTO,MNAT,4
DO NNEUTRO - 52-2 RESSOANTE,MNAT,5
- OPERACAO O01Q0 REMOTO D 52-2,MNAT,5
MODO DE OPERAÇÃO,MOD,1
MODO DE OPERAÇÃO,MOD,1
MODO DE OPERAÇÃO,MOD,2
MODO DE OPERAÇÃO,MOD,2
DE MODO OPERAÇÃO 52-1 - TRIP,MOD,3
MODO DE OPERAÇÃO IED 01F1 - ABERTO,MOD,3
MODO OPERAÇÃ O52-1 - ABERTO,MOD,4
DE 52-1 - POS. REEMOTO,MOD,4
- 52-1 TRIP 01Q0,MOD,5
MODO 52-1 01F1 OPERAÇO REOTO,MOD,5
COMANDO LIGAR,LIGAR,1
COMANDO LIGAR,LIGAR,1
COMANDO LIGAR,LIGAR,2
COMANDO LIGAR,LIGAR,2
LIGAR COMANDO 01F1 - ABERTO,LIGAR,3
LIGAR COMANDO 01F1 - POS. REMOTO,LIGAR,3
COMANDO LIGA R01Q0 FECHADO,LIGAR,4
LIGAR 52-1 - FECHADO,LIGAR,4
01F1 FECCHADO LIAR IED 52-2,LIGAR,5
43TC COOMANDO 01Q0 LGAR,LIGAR,5
COMANDO DESLIGAR,DESLIGAR,1
COMANDO DESLIGAR,DESLIGAR,1
COMANDO DESLIGAR,DESLIGAR,2
COMANDO DESLIGAR,DESLIGAR,2
DESLIGAR COMANDO IED 01F1 - POS. REMOTO,DESLIGAR,3
COMANDO DESLIGAR 52-2 - FECHADO,DESLIGAR,3
COMAANDO DESLIGAR 43TC TRIP,DESLIGAR,4
DESLIGA R43TC - POS. REMOTO,DESLIGAR,4
COMANDO - 52-2 REOMTO 0F11,DESLIGAR,5
EFCHADO 01Q0 COMANDO -,DESLIGAR,5
CHAVE SELETORA 13 KV,C13,1
CHAVE SELETORA 13 KV,C13,1
CHAVE SELETORA 13 KV,C13,2
CHAVE SELETORA 13 KV,C13,2
13 KV SELETORA CHAVE 01Q0 - FECHADO,C13,3
13 CHAVE SELETORA KV 52-1 - FECHADO,C13,3
SELETOR A13 52-2 - FECHADO,C13,4
KV 13 IED 01F1 - BLOOQUEIO,C13,4
- KV IED BLOQUIEO 01F1 CHAVE1,C13,5
SELETORA 52-1 2- KV -,C13,5
CHAVE SELETORA 23 KV,C23,1
CHAVE SELETORA 23 KV,C23,1
CHAVE SELETORA 23 KV,C23,2
CHAVE SELETORA 23 KV,C23,2
KV 23 SELETORA CHAVE 01Q0 - FECHADO,C23,3
CHAVE SELETORA KV 23 52-1 - FECHADO,C23,3
KV 23 SELETOAR 43TC - BLOQUEIO,C23,4
KV CHAVE SELETORA 2 3IED - POS. REMOTO,C23,4
KV 52-2 SELETORA 3TC CAHVE,C23,5
- CHAAVE KV 010 43TC,C23,5
CHAVE SELETORA 69 KV,C69,1
CHAVE SELETORA 69 KV,C69,1
CHAVE SELETORA 69 KV,C69,2
CHAVE SELETORA 69 KV,C69,2
69 CHAVE SELETORA KV IED 01F1 - BLOQUEIO,C69,3
SELETORA 69 CHAVE KV 52-2 - FECHADO,C69,3
CHAVE SSELETORA KV 69 - ABERTO,C69,4
69 CHAVE SELETORA 01F1 - ABEROT,C69,4
01Q0 ELETORA CHAVEE - 01F1 IED,C69,5
- CHAEV KV 52-2 POSS. REMOTO,C69,5
CHAVE SELETORA 138 KV,C138,1
CHAVE SELETORA 138 KV,C138,1
CHAVE SELETORA 138 KV,C138,2
CHAVE SELETORA 138 KV,C138,2
KV CHAVE SELETORA 138 01F1 - BLOQUEIO,C138,3
SELETORA KV 138 CHAVE 52-1 - TRIP,C138,3
SELETOR AKV 138 - TRIP,C138,4
CHAVE SELETORA 183 KV 52-1 -,C138,4
- CHAVE REEMOTO IED POS. 01F1 KV IED,C138,5
-- 01F1 CHAVE KV 52-2 IED TRI,C138,5
FALHA COMUNICACAO MULTIMEDIDOR,FCMM,1
FALHA COMUNICACAO MULTIMEDIDOR,FCMM,1
FALHA COMUNICACAO MULTIMEDIDOR,FCMM,2
FALHA COMUNICACAO MULTIMEDIDOR,FCMM,2
COMUNICACAO FALHA MULTIMEDIDOR IED 01F1 - FECHADO,FCMM,3
MULTIMEDIDOR COMUNICACAO FALHA 01Q0 - BLOQUEIO,FCMM,3
MULTIMEDIDOR FALHA 52--2 - FECHADO,FCMM,4
FALH COMUNICACAO 43TC - TRIP,FCMM,4
TRIP 52-2 COMUNCIACAO - 52-,FCMM,5
IEDD 01F1 52-2- COMUNICACAO,FCMM,5
VCC PROTECAO BARRA,VCPB,1
VCC PROTECAO BARRA,VCPB,1
VCC PROT BARRA,VCPB,2
VCC PROT BARRA,VCPB,2
PROT BARRA VCC 52-2 - POS. REMOTO,VCPB,3
VCC PROT BARRA 01F1 - ABERTO,VCPB,3
VCC BARA PROT 43TC,VCPB,4
